,a,b,c,d,(b-a)/2,F(c),F(d)
51,-12.461064344616783,5.572715635600005,-5.5729889187916015,-1.315593202103459,9.016889990108394,11.630117405926402,21.048441929773993
52,-12.461064344616783,-1.315593202103459,-8.203862168724397,-5.5729889187916015,5.572735571256662,27.50608227228676,11.630117405926402
53,-8.203862168724397,-1.315593202103459,-5.5729889187916015,-3.9466846344767585,3.444134483310469,11.630117405926402,6.777298410067592
54,-5.5729889187916015,-1.315593202103459,-3.9466846344767585,-2.9417778718196788,2.128697858344071,6.777298410067592,11.119010249139551
55,-5.5729889187916015,-2.9417778718196788,-4.567953128812877,-3.9466846344767585,1.3156055234859614,6.216252505601407,6.777298410067592
56,-5.5729889187916015,-3.9466846344767585,-4.951794350224714,-4.567953128812877,0.8131521421574215,7.881528170016345,6.216252505601407
57,-4.951794350224714,-3.9466846344767585,-4.567953128812877,-4.330603377271857,0.5025548578739776,6.216252505601407,5.89325751285196
58,-4.567953128812877,-3.9466846344767585,-4.330603377271857,-4.183988697452842,0.3106342471680592,5.89325751285196,6.2227609282054
59,-4.567953128812877,-4.183988697452842,-4.421291386859579,-4.330603377271857,0.19198221568001728,6.016669367337032,5.89325751285196
60,-4.421291386859579,-4.183988697452842,-4.330603377271857,-4.274630493817465,0.11865134470336836,5.89325751285196,6.010947135903961
61,-4.421291386859579,-4.274630493817465,-4.365271765526962,-4.330603377271857,0.07333044652105691,5.940435636024157,5.89325751285196
62,-4.365271765526962,-4.274630493817465,-4.330603377271857,-4.309252468448527,0.045320635854748215,5.89325751285196,5.9300417254014
63,-4.365271765526962,-4.309252468448527,-4.343874242679803,-4.330603377271857,0.02800964853921739,5.911317034921767,5.89325751285196
64,-4.343874242679803,-4.309252468448527,-4.330603377271857,-4.322476843686324,0.017310887115637996,5.89325751285196,5.899138707342633
65,-4.343874242679803,-4.322476843686324,-4.335701142378461,-4.330603377271857,0.010698699496739295,5.9001947545931275,5.89325751285196
66,-4.335701142378461,-4.322476843686324,-4.330603377271857,-4.327528089384864,0.006612149346068463,5.89325751285196,5.889072538642749
67,-4.330603377271857,-4.322476843686324,-4.327528089384864,-4.325580911340389,0.004063266792766473,5.889072538642749,5.891885052100376
68,-4.330603377271857,-4.325580911340389,-4.328684961027412,-4.327528089384864,0.002511232965733967,5.890646855638536,5.889072538642749
69,-4.328684961027412,-4.325580911340389,-4.327528089384864,-4.326766555887192,0.001552024843511468,5.889072538642749,5.889114411205643
70,-4.328684961027412,-4.326766555887192,-4.3279521935712175,-4.327528089384864,0.0009592025701099516,5.889649676506627,5.889072538642749
71,-4.3279521935712175,-4.326766555887192,-4.327528089384864,-4.327219430356447,0.0005928188420125657,5.889072538642749,5.888652503146615
72,-4.327528089384864,-4.326766555887192,-4.327219430356447,-4.327057436552698,0.0003807667488358035,5.888652503146615,5.888434674711675
73,-4.327219430356447,-4.326766555887192,-4.327057436552698,-4.32693953898959,0.0002264372346272303,5.888434674711675,5.888710180393893
74,-4.327219430356447,-4.32693953898959,-4.327112521090723,-4.327057436552698,0.00013994568342834413,5.888507016760877,5.888434674711675
75,-4.327112521090723,-4.32693953898959,-4.327057436552698,-4.327005612443814,8.649105056646178e-05,5.888434674711675,5.888555778457141
76,-4.327112521090723,-4.327005612443814,-4.327071685515589,-4.327057436552698,5.345432345471579e-05,5.888451446084234,5.888434674711675
77,-4.327071685515589,-4.327005612443814,-4.327057436552698,-4.32703085017682,3.3036535887820406e-05,5.888434674711675,5.888496802353934
78,-4.327071685515589,-4.32703085017682,-4.327056087763745,-4.327057436552698,2.041766938454259e-05,5.888437826592094,5.888434674711675
79,-4.327056087763745,-4.32703085017682,-4.327057436552698,-4.327040490102185,1.2618793462593203e-05,5.888434674711675,5.888474275559112
80,-4.327056087763745,-4.327040490102185,-4.327050129971752,-4.327057436552698,7.798830780281207e-06,5.888451748894678,5.888434674711675
81,-4.327050129971752,-4.327040490102185,-4.327057436552698,-4.327044172214244,4.8199347837396544e-06,5.888434674711675,5.888465671116679
82,-4.327050129971752,-4.327044172214244,-4.32704785430499,-4.327057436552698,2.9788787543338913e-06,5.888457066724049,5.888434674711675
83,-4.32704785430499,-4.327044172214244,-4.327057436552698,-4.3270455786514,1.8410453730410836e-06,5.888434674711675,5.888462384522639
84,-4.32704785430499,-4.3270455786514,-4.327046985080415,-4.327057436552698,1.1378267950057364e-06,5.888459097947624,5.888434674711675
85,-4.327046985080415,-4.3270455786514,-4.327057436552698,-4.327046115860871,7.032145075136498e-07,5.888434674711675,5.88846112915944
86,,,,,,,
